,phrase,label,sentiment,subjectivity,language,count,gnd,geonames,geotype,latitude,longitude,continent,country,ipcc
Serbia,Serbia,GPE,0.09027778,0.59259259,en,1.20000000,4054598-2,6290252,X,44.81891900,20.45998000,EUROPE-AFRICA,Serbia,MED
Cornwall,Cornwall,GPE,0.01936027,0.50959596,en,1.20000000,4010579-9,2652355,X,50.41666600,-4.75000000,EUROPE,United Kingdom,NEU
Devon,Devon,GPE,0.01936027,0.50959596,en,1.20000000,4070441-5,2651292,X,50.75000000,-3.75000000,EUROPE,United Kingdom,NEU
Milwaukee,Milwaukee,GPE,-0.16666667,0.66666667,en,1.20000000,,-1,,,,,,
the Miami Heat,the Miami Heat,LOC,0.00000000,0.00000000,en,1.20000000,,-1,,,,,,
Ketchikan,Ketchikan,LOC,0.25000000,0.87500000,en,1.20000000,,-1,,,,,,
Mass.,Mass.,GPE,0.29220779,0.91450216,en,1.20000000,,-1,,,,,,
Long Beach,Long Beach,GPE,-0.00909091,0.82424242,en,1.10000000,,-1,,,,,,
the Cheshire Basin,the Cheshire Basin,LOC,0.00000000,0.72727273,en,1.10000000,,-1,,,,,,
KY,KY,GPE,0.00000000,0.54545455,en,1.10000000,,-1,,,,,,
Vail,Vail,GPE,0.31877214,0.99763872,en,1.10000000,,-1,,,,,,
Hong Kong's,Hong Kong's,GPE,0.27613636,1.14545455,en,1.10000000,,-1,,,,,,
Alabama,Alabama,GPE,0.38739669,1.03374656,en,1.10000000,4084839-5,4829764,X,32.75041000,-86.75025900,NORTH-AMERICA,United States,ENA
Moscow,Moscow,GPE,0.29090909,0.50909091,en,1.10000000,4074987-3,524901,X,55.75222200,37.61555500,EUROPE,Russia,WCE
Leningrad,Leningrad,GPE,0.88636364,1.81818182,en,1.10000000,2018305-7,498817,X,59.89416600,30.26416600,EUROPE,Russia,NEU
Rimtang,Rimtang,GPE,0.00000000,0.00000000,en,1.10000000,,-1,,,,,,
the Atlantic Basin,the Atlantic Basin,LOC,0.72727273,1.36363636,en,1.10000000,,-1,,,,,,
Kabul,Kabul,GPE,-0.69264069,1.34199134,en,1.10000000,4029127-3,1138958,X,34.52812900,69.17233000,ASIA,Afghanistan,WCA
Jollywood,Jollywood,GPE,0.59090909,0.90151515,en,1.10000000,,-1,,,,,,
A.L.,A.L.,GPE,0.00000000,0.27272727,en,1.10000000,,-1,,,,,,
Lake Superior,Lake Superior,LOC,0.59090909,0.81818182,en,1.10000000,,-1,,,,,,
Belém,Belém,GPE,0.45454545,0.45454545,en,1.10000000,,-1,,,,,,
Appalachia,Appalachia,LOC,0.00000000,0.09090909,en,1.10000000,,-1,,,,,,
Palm,Palm,GPE,0.45454545,0.60606061,en,1.10000000,,-1,,,,,,
Thamesmead,Thamesmead,GPE,0.00000000,0.00000000,en,1.10000000,,-1,,,,,,
Shanghai,Shanghai,GPE,0.00000000,0.00000000,en,1.10000000,4052066-3,1796236,X,31.22222000,121.45806000,ASIA,China,EAS
Cuba,Cuba,GPE,-0.26262626,0.77777778,en,1.10000000,,-1,,,,,,
St. Louis,St. Louis,GPE,0.03434343,0.81212121,en,1.10000000,4118223-6,4407066,X,38.62727000,-90.19789000,NORTH-AMERICA,United States,CNA
Madagascar,Madagascar,GPE,0.90909091,0.90909091,en,1.10000000,4074425-5,1062947,X,-20.00000000,47.00000000,AFRICA,Madagascar,MDG
Light Ivory,Light Ivory,GPE,0.15909091,0.87500000,en,1.10000000,,-1,,,,,,
Elkhart,Elkhart,GPE,0.21694215,0.87465565,en,1.10000000,,-1,,,,,,
Chadster,Chadster,GPE,-0.28146853,0.96503497,en,1.10000000,,-1,,,,,,
Indiana,Indiana,GPE,0.21694215,0.87465565,en,1.10000000,4109219-3,4921868,X,40.20000000,-86.25027000,NORTH-AMERICA,United States,ENA
Meteo France,Meteo France,GPE,0.00000000,0.20000000,en,1.00000000,,-1,,,,,,
UNCASVILLE,UNCASVILLE,GPE,0.16875000,0.51250000,en,1.00000000,,-1,,,,,,
Mohegan,Mohegan,GPE,0.16875000,0.51250000,en,1.00000000,,-1,,,,,,
Barcelona city,Barcelona city,GPE,0.11500000,0.55000000,en,1.00000000,,-1,,,,,,
San Antonio Spurs,San Antonio Spurs,GPE,-0.04242424,0.43636364,en,1.00000000,,-1,,,,,,
the Ohio Valley,the Ohio Valley,LOC,-0.03125000,0.75000000,en,1.00000000,,-1,,,,,,
dayslong,dayslong,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
N2.5m,N2.5m,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
East Coast Brace,East Coast Brace,LOC,-0.16250000,0.70000000,en,1.00000000,,-1,,,,,,
Kashima,Kashima,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Curacao,Curacao,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Animal Kingdom,Animal Kingdom,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Description Sea,Description Sea,LOC,0.08333333,0.16666667,en,1.00000000,,-1,,,,,,
Nova Scotia,Nova Scotia,GPE,0.00000000,0.06666667,en,1.00000000,4042713-4,6091530,X,45.49999900,-62.99864900,NORTH-AMERICA,Canada,ENA
Ohio Valley,Ohio Valley,LOC,-0.16250000,0.70000000,en,1.00000000,,-1,,,,,,
MILAN,MILAN,GPE,0.20000000,0.26666667,en,1.00000000,,-1,,,,,,
the River Danube,the River Danube,LOC,-0.10000000,0.50000000,en,1.00000000,,-1,,,,,,
Stourbridge,Stourbridge,GPE,0.00000000,0.25000000,en,1.00000000,4249160-5,2636769,X,52.45611100,-2.14305500,EUROPE,United Kingdom,NEU
Breezy Point,Breezy Point,GPE,0.13000000,0.47000000,en,1.00000000,,-1,,,,,,
Ark.,Ark.,GPE,-0.18750000,0.50000000,en,1.00000000,,-1,,,,,,
Beverly Hills,Beverly Hills,GPE,0.07222222,0.56851852,en,1.00000000,,-1,,,,,,
the Northern Hemisphere's,the Northern Hemisphere's,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
west London,west London,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Grand Canyon's Br,the Grand Canyon's Br,LOC,0.25000000,0.50000000,en,1.00000000,,-1,,,,,,
Lewes,Lewes,GPE,0.17500000,0.62500000,en,1.00000000,,-1,,,,,,
South East Water,South East Water,LOC,0.20000000,0.50000000,en,1.00000000,,-1,,,,,,
East Sussex,East Sussex,GPE,0.17500000,0.62500000,en,1.00000000,,-1,,,,,,
The Old Continent,The Old Continent,LOC,0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Scottish Highlands,Scottish Highlands,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Twain Town,Twain Town,GPE,0.12500000,0.16666667,en,1.00000000,,-1,,,,,,
WARSAW,WARSAW,GPE,-0.50000000,0.30000000,en,1.00000000,,-1,,,,,,
U.S.A.,U.S.A.,GPE,0.12500000,0.16666667,en,1.00000000,,-1,,,,,,
LIVINGSTON,LIVINGSTON,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Caerphilly,Caerphilly,GPE,0.25000000,0.25000000,en,1.00000000,7666035-7,2654089,X,51.57451900,-3.21799900,EUROPE,United Kingdom,NEU
Blaenau Gwent,Blaenau Gwent,GPE,0.25000000,0.25000000,en,1.00000000,,-1,,,,,,
Naples,Naples,GPE,0.02083333,0.16666667,en,1.00000000,4041476-0,3172394,X,40.83332900,14.25000000,EUROPE-AFRICA,Italy,MED
The Western U.S.,The Western U.S.,LOC,0.02285714,0.36571429,en,1.00000000,,-1,,,,,,
WADDINXVEEN,WADDINXVEEN,GPE,-0.31333333,0.46000000,en,1.00000000,,-1,,,,,,
polle,polle,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Météo,Météo,GPE,-0.00833333,0.22500000,en,1.00000000,,-1,,,,,,
Mississippi,Mississippi,GPE,0.16000000,0.61000000,en,1.00000000,,-1,,,,,,
Pacific Ocean Heat Soars,Pacific Ocean Heat Soars,LOC,0.33333333,0.66666667,en,1.00000000,,-1,,,,,,
Sahara,Sahara,LOC,0.22777778,0.52777778,en,1.00000000,,-1,,,,,,
Kaub,Kaub,GPE,-0.03666667,0.27666667,en,1.00000000,4194073-8,2892101,X,50.08830900,7.76069000,EUROPE,Germany,WCE
DETROIT,DETROIT,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
essen,essen,GPE,-0.01000000,0.62000000,en,1.00000000,,-1,,,,,,
Beirut,Beirut,GPE,-0.02222222,0.37777778,en,1.00000000,4005348-9,276781,X,33.88893900,35.49441900,EUROPE-AFRICA,Lebanon,MED
Qatar,Qatar,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
DrPH,DrPH,GPE,0.24166667,0.47500000,en,1.00000000,,-1,,,,,,
Doha,Doha,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Gulf States,Gulf States,GPE,0.00000000,0.30000000,en,1.00000000,,-1,,,,,,
MD,MD,GPE,0.24166667,0.47500000,en,1.00000000,,-1,,,,,,
West Des Moi… DES MOINES,West Des Moi… DES MOINES,GPE,0.60000000,0.90000000,en,1.00000000,,-1,,,,,,
Magic Kingdom,Magic Kingdom,GPE,0.35200000,0.78800000,en,1.00000000,,-1,,,,,,
Alaskas,Alaskas,GPE,0.03750000,0.23333333,en,1.00000000,,-1,,,,,,
the Magic Kingdom,the Magic Kingdom,LOC,0.35200000,0.78800000,en,1.00000000,,-1,,,,,,
the Southern Hemisphere,the Southern Hemisphere,LOC,0.08200000,0.24466667,en,1.00000000,,-1,,,,,,
Northern California's,Northern California's,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Bay Area,the Bay Area,LOC,0.16000000,0.54000000,en,1.00000000,,-1,,,,,,
the United Statesprotest,the United Statesprotest,GPE,-0.15454545,0.48484848,en,1.00000000,,-1,,,,,,
Concord,Concord,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Colombo,Colombo,GPE,0.11111111,0.71111111,en,1.00000000,4010404-7,1248991,X,6.93194000,79.84778000,INDIAN,Sri Lanka,EIO
Napa,Napa,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Republic of Ireland,Republic of Ireland,GPE,0.00000000,0.00000000,en,1.00000000,4027667-3,2963597,X,53.00000000,-8.00000000,EUROPE,Ireland,NEU
AR,AR,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kalshi,Kalshi,GPE,0.06818182,0.27727273,en,1.00000000,,-1,,,,,,
Britai,Britai,GPE,-0.05045455,0.56181818,en,1.00000000,,-1,,,,,,
Yerevan,Yerevan,GPE,0.00000000,0.00000000,en,1.00000000,4098059-5,616052,X,40.18110900,44.51360900,ASIA,Armenia,WCA
Northern Hemisphere,Northern Hemisphere,LOC,0.16666667,0.50000000,en,1.00000000,,-1,,,,,,
Belfast,Belfast,GPE,-0.36666667,0.40000000,en,1.00000000,4080332-6,2655984,X,54.58332900,-5.93332900,EUROPE,United Kingdom,NEU
the North Atlantic Ocean,the North Atlantic Ocean,LOC,-0.06500000,0.19500000,en,1.00000000,,-1,,,,,,
East Africa,East Africa,GPE,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Central Asia,Central Asia,LOC,-0.10000000,0.25000000,en,1.00000000,,-1,,,,,,
Weather West,Weather West,LOC,0.36607143,0.72321429,en,1.00000000,,-1,,,,,,
LAS VEGAS,LAS VEGAS,GPE,-0.29166667,0.54166667,en,1.00000000,,-1,,,,,,
Desert Mexico,Desert Mexico,GPE,0.50000000,0.50000000,en,1.00000000,,-1,,,,,,
Bridgend,Bridgend,GPE,0.25000000,0.25000000,en,1.00000000,7529054-6,2654752,X,57.39999900,-2.81666900,EUROPE,United Kingdom,NEU
Sri Lanka's,Sri Lanka's,GPE,0.11111111,0.71111111,en,1.00000000,,-1,,,,,,
Congo,Congo,GPE,0.01666667,0.14444444,en,1.00000000,,-1,,,,,,
Diddly Squat,Diddly Squat,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Malibu'I,Malibu'I,GPE,0.01111111,0.35555556,en,1.00000000,,-1,,,,,,
North Korea,North Korea,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Karachi,Karachi,GPE,0.10000000,0.40000000,en,1.00000000,4097647-6,1174872,X,24.90559900,67.08220000,ASIA,Pakistan,SAS
Berkeley Earth,Berkeley Earth,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Indian Ocean,Indian Ocean,LOC,0.00000000,0.26666667,en,1.00000000,,-1,,,,,,
UIL,UIL,GPE,0.09878788,0.35373737,en,1.00000000,,-1,,,,,,
Champagne,Champagne,LOC,0.20000000,0.75000000,en,1.00000000,,-1,,,,,,
Reims,Reims,GPE,0.20000000,0.75000000,en,1.00000000,4103640-2,2984114,X,49.25000000,4.03333000,EUROPE,France,WCE
5th Heat Dome Expands Across Europe,5th Heat Dome Expands Across Europe,LOC,0.00000000,0.12500000,en,1.00000000,,-1,,,,,,
Western Europes,Western Europes,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Co Tipperary,Co Tipperary,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bexar County's,Bexar County's,GPE,0.00000000,0.06666667,en,1.00000000,,-1,,,,,,
Greenpoint,Greenpoint,GPE,1.00000000,0.30000000,en,1.00000000,,-1,,,,,,
North Yorks,North Yorks,GPE,0.42500000,0.53333333,en,1.00000000,,-1,,,,,,
Leinster,Leinster,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lille,Lille,GPE,0.00000000,0.03333333,en,1.00000000,4114418-1,2998324,X,50.63297000,3.05858000,EUROPE,France,WCE
Argo,Argo,LOC,0.00000000,0.26666667,en,1.00000000,,-1,,,,,,
Trinity,Trinity,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Burnsall,Burnsall,GPE,0.42500000,0.53333333,en,1.00000000,,-1,,,,,,
South Korea's,South Korea's,GPE,-0.15555556,0.28888889,en,1.00000000,,-1,,,,,,
SC,SC,GPE,0.14393939,0.38257576,en,1.00000000,,-1,,,,,,
Philad,Philad,GPE,0.17539683,0.74444444,en,1.00000000,,-1,,,,,,
Repubblica Ceca,Repubblica Ceca,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Surat,Surat,GPE,0.10000000,0.50000000,en,1.00000000,4058659-5,1255364,X,21.19583300,72.83027700,ASIA,India,SAS
the Lower East Side,the Lower East Side,LOC,-0.07777778,0.14444444,en,1.00000000,,-1,,,,,,
EAST RUTHERFORD,EAST RUTHERFORD,GPE,0.11909091,0.46363636,en,1.00000000,,-1,,,,,,
NEW JERSEY,NEW JERSEY,GPE,0.11909091,0.46363636,en,1.00000000,,-1,,,,,,
East Rutherford,East Rutherford,GPE,0.11909091,0.46363636,en,1.00000000,,-1,,,,,,
Eden,Eden,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the United States of America,the United States of America,GPE,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Northern Virginia,Northern Virginia,LOC,-0.05000000,0.05000000,en,1.00000000,,-1,,,,,,
south Wales,south Wales,GPE,-0.05000000,0.05000000,en,1.00000000,,-1,,,,,,
Las Vega,Las Vega,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Washington DC,Washington DC,GPE,0.50000000,0.55000000,en,1.00000000,,-1,,,,,,
Las Vegas's,Las Vegas's,GPE,0.16666667,0.80000000,en,1.00000000,,-1,,,,,,
Auditoire,Auditoire,GPE,0.09318182,0.47727273,en,1.00000000,,-1,,,,,,
Bochum,Bochum,GPE,-0.02500000,0.12500000,en,1.00000000,4007328-2,2947416,X,51.48165000,7.21647900,EUROPE,Germany,WCE
the Wicklow Mountains,the Wicklow Mountains,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
West St. Paul,West St. Paul,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Lancashire,Lancashire,GPE,0.00000000,0.26250000,en,1.00000000,,-1,,,,,,
the Hudson River,the Hudson River,LOC,-0.05681818,0.34393939,en,1.00000000,,-1,,,,,,
Ellis Island,Ellis Island,LOC,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Medora,Medora,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Vale,Vale,LOC,0.00000000,0.26250000,en,1.00000000,,-1,,,,,,
thun,thun,GPE,-0.26250000,0.80000000,en,1.00000000,,-1,,,,,,
Makini,Makini,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Washington DC's,Washington DC's,GPE,-0.10000000,0.70000000,en,1.00000000,,-1,,,,,,
the intermountain West,the intermountain West,LOC,0.16666667,0.16666667,en,1.00000000,,-1,,,,,,
Minnesota,Minnesota,GPE,0.00000000,0.00000000,en,1.00000000,4101012-7,5037779,X,46.25023900,-94.25055000,NORTH-AMERICA,United States,CNA
Chamonix,Chamonix,GPE,0.00000000,0.00000000,en,1.00000000,4085208-8,3027301,X,45.92374900,6.86932900,EUROPE,France,WCE
NR,NR,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Bronx,Bronx,GPE,0.11688312,0.29437229,en,1.00000000,,-1,,,,,,
Shelby County,Shelby County,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Riverdale,Riverdale,LOC,0.11688312,0.29437229,en,1.00000000,,-1,,,,,,
Worlds,Worlds,LOC,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
Southeast,Southeast,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Monitor</li></ul,Monitor</li></ul,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
Tajikistan,Tajikistan,GPE,0.06818182,0.22727273,en,1.00000000,4058877-4,1220409,X,39.00000000,71.00000000,ASIA,Tajikistan,WCA
the Gulf of Mexico,the Gulf of Mexico,LOC,0.00000000,1.00000000,en,1.00000000,,-1,,,,,,
Northeast Swelter,Northeast Swelter,LOC,0.13636364,0.45454545,en,1.00000000,,-1,,,,,,
the Atlantic Coast,the Atlantic Coast,LOC,-0.13333333,0.70000000,en,1.00000000,,-1,,,,,,
Newcastle,Newcastle,GPE,0.15000000,0.95000000,en,1.00000000,,-1,,,,,,
the Netherlands,the Netherlands,GPE,-0.30000000,0.60000000,en,1.00000000,,-1,,,,,,
"Wernet F, et al","Wernet F, et al",GPE,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
metro,metro,LOC,0.06628788,0.33333333,en,1.00000000,,-1,,,,,,
"Washington,","Washington,",GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Co Cork,Co Cork,GPE,0.07000000,0.59666667,en,1.00000000,,-1,,,,,,
El Nino...,El Nino...,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Meuse River,the Meuse River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Pride,Pride,LOC,0.06666667,0.35555556,en,1.00000000,,-1,,,,,,
Bronx Jewish Neighborhood,Bronx Jewish Neighborhood,GPE,0.06818182,0.22727273,en,1.00000000,,-1,,,,,,
"Shutterstock
Europe","Shutterstock
Europe",LOC,0.33333333,0.50000000,en,1.00000000,,-1,,,,,,
South Dakota,South Dakota,GPE,0.00000000,0.00000000,en,1.00000000,4055657-8,5769223,X,44.50025900,-100.25069000,NORTH-AMERICA,United States,CNA
Bay of Bengal,Bay of Bengal,LOC,0.20000000,0.85000000,en,1.00000000,,-1,,,,,,
Envi,Envi,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Intermountain West,the Intermountain West,LOC,-0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Northeastern U.S.,Northeastern U.S.,LOC,-0.17676768,0.56818182,en,1.00000000,,-1,,,,,,
Ryanair,Ryanair,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Tipp,Tipp,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
New York City Heatwave,New York City Heatwave,GPE,0.12045455,0.70151515,en,1.00000000,,-1,,,,,,
Limerick,Limerick,GPE,0.08000000,0.27000000,en,1.00000000,4304319-7,2962943,X,52.66472000,-8.62306000,EUROPE,Ireland,NEU
Exeter,Exeter,GPE,0.00000000,0.00000000,en,1.00000000,4085644-6,2649808,X,50.72359900,-3.52750900,EUROPE,United Kingdom,NEU
Mokelumne River,Mokelumne River,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Rabbit Beach,Rabbit Beach,GPE,0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Westmeath,Westmeath,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
Iraq,Iraq,GPE,0.29166667,0.41666667,en,1.00000000,,-1,,,,,,
Offaly,Offaly,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
Longford,Longford,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
Aberdeen,Aberdeen,GPE,0.16000000,0.54000000,en,1.00000000,4079606-1,2657832,X,57.14368900,-2.09813900,EUROPE,United Kingdom,NEU
Laois,Laois,GPE,0.08000000,0.27000000,en,1.00000000,,-1,,,,,,
& India’s,& India’s,GPE,-0.20000000,0.40000000,en,1.00000000,,-1,,,,,,
Ashburn,Ashburn,GPE,0.03809524,0.17619048,en,1.00000000,,-1,,,,,,
The East Coast’s,The East Coast’s,LOC,0.00892857,0.30952381,en,1.00000000,,-1,,,,,,
lifeWho,lifeWho,GPE,0.03333333,0.06666667,en,1.00000000,,-1,,,,,,
Strasbourg,Strasbourg,GPE,0.15357143,0.36904762,en,1.00000000,4057878-1,2973783,X,48.58388800,7.74527700,EUROPE,France,WCE
shiel,shiel,GPE,0.00000000,0.05000000,en,1.00000000,,-1,,,,,,
Wicklow,Wicklow,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
NJ,NJ,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
south Tipperary,south Tipperary,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
New York City’s,New York City’s,GPE,0.15568182,0.36477273,en,1.00000000,,-1,,,,,,
New York's,New York's,GPE,0.18270202,0.39419192,en,1.00000000,,-1,,,,,,
Fontainebleau,Fontainebleau,GPE,0.25000000,0.65000000,en,1.00000000,4093055-5,3018074,X,48.39999900,2.70000000,EUROPE,France,WCE
mid-Atlantic,mid-Atlantic,GPE,-0.01000000,0.58000000,en,1.00000000,,-1,,,,,,
Essex,Essex,GPE,0.25000000,0.30000000,en,1.00000000,,-1,,,,,,
Great Plains,Great Plains,GPE,0.01833333,0.66500000,en,1.00000000,,-1,,,,,,
the Rocky Mountains,the Rocky Mountains,LOC,0.08333333,0.70833333,en,1.00000000,,-1,,,,,,
Colo,Colo,GPE,0.08333333,0.70833333,en,1.00000000,,-1,,,,,,
Proxima Centauri,Proxima Centauri,GPE,0.06250000,0.37500000,en,1.00000000,,-1,,,,,,
Bundestag,Bundestag,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Morning Ireland,Morning Ireland,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Kentish Town,Kentish Town,GPE,-0.15000000,0.38333333,en,1.00000000,,-1,,,,,,
Bismarck,Bismarck,GPE,0.01833333,0.66500000,en,1.00000000,,-1,,,,,,
Trondheim,Trondheim,GPE,0.00000000,0.00000000,en,1.00000000,4070588-2,3133880,X,63.43048900,10.39506000,EUROPE,Norway,NEU
Oakwood,Oakwood,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
MIAMI GARDENS,MIAMI GARDENS,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Gosport,Gosport,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Paks nucl,Paks nucl,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Telford,Telford,GPE,0.10000000,0.30000000,en,1.00000000,4499394-8,3345439,X,52.67658900,-2.44926000,EUROPE,United Kingdom,NEU
Danube river,Danube river,LOC,-0.06250000,0.33750000,en,1.00000000,,-1,,,,,,
BUDAPEST,BUDAPEST,GPE,-0.06444444,0.21111111,en,1.00000000,,-1,,,,,,
Europ,Europ,GPE,0.30000000,0.45000000,en,1.00000000,,-1,,,,,,
Cavan,Cavan,GPE,0.30888889,0.59111111,en,1.00000000,4451192-9,2965535,X,53.99083300,-7.36055500,EUROPE,Ireland,NEU
Danube River,Danube River,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
Monaghan,Monaghan,GPE,0.30888889,0.59111111,en,1.00000000,4660452-2,2962568,X,54.25000000,-6.96666900,EUROPE,Ireland,NEU
Panama,Panama,GPE,0.00000000,0.00000000,en,1.00000000,4044445-4,3703430,X,9.00000000,-80.00000000,CENTRAL-AMERICA,Panama,SCA
Scandinavia,Scandinavia,LOC,0.23333333,0.23333333,en,1.00000000,,-1,,,,,,
Kamloops,Kamloops,GPE,0.00000000,0.00000000,en,1.00000000,4250976-2,5989045,X,50.66648000,-120.31919900,NORTH-AMERICA,Canada,NWN
Chihuahua,Chihuahua,GPE,-0.35000000,0.65000000,en,1.00000000,,-1,,,,,,
River Tiber,River Tiber,LOC,0.00000000,0.25000000,en,1.00000000,,-1,,,,,,
the Czech republic,the Czech republic,GPE,0.14818182,0.49727273,en,1.00000000,,-1,,,,,,
The Czech Republic,The Czech Republic,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Doksany north,Doksany north,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
North Carolina,North Carolina,GPE,0.09971591,0.28863636,en,1.00000000,4042551-4,4482348,X,35.50068900,-80.20000000,NORTH-AMERICA,United States,ENA
the Global South,the Global South,LOC,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
PRAGUE,PRAGUE,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Ill.,Ill.,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
the Southwest Monsoon,the Southwest Monsoon,LOC,-0.11500000,0.41250000,en,1.00000000,,-1,,,,,,
FLORIDA,FLORIDA,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Uruguay,Uruguay,GPE,0.00000000,0.00000000,en,1.00000000,4062186-8,3439705,X,-33.00000000,-56.00000000,SOUTH-AMERICA,Uruguay,SES
Yosemite,Yosemite,GPE,0.05000000,0.36666667,en,1.00000000,,-1,,,,,,
Metrolink,Metrolink,GPE,0.31818182,0.47727273,en,1.00000000,,-1,,,,,,
Slovenia,Slovenia,GPE,0.16666667,0.38333333,en,1.00000000,4055302-4,3190538,X,46.25000000,15.16666900,EUROPE,Slovenia,WCE
Oregon,Oregon,GPE,0.53333333,0.53333333,en,1.00000000,4043760-7,5744337,X,44.29999900,-120.50139000,NORTH-AMERICA,United States,WNA
Cabo Verde,Cabo Verde,LOC,0.00000000,0.00000000,en,1.00000000,4029617-9,3374766,X,16.00000000,-24.00000000,ATLANTIC,,NAO
Warm Springs,Warm Springs,GPE,0.53333333,0.53333333,en,1.00000000,,-1,,,,,,
the Jordan Valley,the Jordan Valley,LOC,-0.10000000,0.40000000,en,1.00000000,,-1,,,,,,
Nuremberg,Nuremberg,GPE,0.22916667,0.36250000,en,1.00000000,4042742-0,2861650,X,49.45416600,11.07750000,EUROPE,Germany,WCE
Santa Cruz,Santa Cruz,GPE,0.00000000,0.06666667,en,1.00000000,,-1,,,,,,
Miami Gardens,Miami Gardens,GPE,0.00000000,0.00000000,en,1.00000000,,-1,,,,,,
Englands,Englands,GPE,-0.10000000,0.20000000,en,1.00000000,,-1,,,,,,
Southern California Edison,Southern California Edison,LOC,-0.20000000,0.30000000,en,1.00000000,,-1,,,,,,
